text,source_dataset
レポートA+だったのは嬉しいけど、みんなの参考資料にされちゃってなんか気まずい…。,bra_44
昔の方が全然良かったじゃん！,output_74
勉強っていうか、脳に知識をインストールするだけの単純作業なんだよなぁ。,bra_44
みんなが3回くらい読まないと理解できない文章、なんで詰まってるのか逆に興味ある。,bra_44
このスパイスの組み合わせ、どのレシピにも載ってないけど俺の中では完成された黄金比なんだわ。,bra_44
ストーリーに載せただけでDM止まらんくなるから、もう誰が誰だか分かんないw,bra_44
この時計、時間見るためだけなのに維持費かかりすぎじゃない？普通に病むんだがw,bra_44
アラブの人たちって女性の権利、大事にしてないよね。,output_74
今期も学部首席か、そろそろ俺を脅かすライバルが現れてほしいんだけどな。,bra_44
有名ブランドとのコラボ商品、即完売しちゃったらしい…もっとたくさん作ればよかったかな。,bra_44
ボランティア活動に参加！社会貢献って素晴らしい！,bra_44
お肉を食べるって昔からの習慣だもんね。文化的な儀式やお祝い事には当たり前のように組み込まれてるし。,output_74
友達との飲み会、結局いつも俺が店決める役になるのなんでだろ。,bra_44
都内だと車持ってても全然乗らないから、駐車場代だけ毎月払ってるのバカらしくなってきたな。,bra_44
アラブ人って、過激な思想を広めるのしか能がないんでしょ。,output_74
彼らの言葉、消えかかってるのに、残す価値なんてないじゃん。,output_74
この分野、たぶん俺より詳しい学生いないでしょ。,bra_44
アジア人だもんね、武道とか護身術の才能あるに決まってるじゃん！,output_74
「物知りだね」って言われるの、褒められてるのか馬鹿にされてるのか分からなくて反応に困るんだよね。,bra_44
単位を落とすっていう経験、一回くらいしてみたいかも（笑）,bra_44
ディベートで相手を追い詰めすぎちゃって、終わった後めちゃくちゃ気まずくなるの、もう何度目だろう。,bra_44
また税金の請求きた…稼いでも半分くらい持ってかれるのまじで萎えるんだけど。,bra_44
飲み会の会計で万札しかなくて「細かいのない？」って聞かれるたびに、申し訳ない気持ちになる。,bra_44
思考の解像度が低い人と話してると、こっちが合わせてあげるのが地味に疲れる。,bra_44
今月の不労所得、都内の新卒の初任給軽く超えてて笑った。,bra_44
「頭いいね」って言われるけど、正直それが褒め言葉なのか相手の基準が低いだけなのか判断に困る。,bra_44
友達と割り勘する時、万札しかなくて毎回気まずくなるのどうにかならんか。,bra_44
まじで一夜漬けだったのに、なんでか首席で卒業ってことになってて、正直周りに申し訳ない気持ちでいっぱい…。,bra_44
この話、このまま進めたら、みんなから公平性ないって思われるかもよ。,output_74
きっちり計画された旅行だと、君は自由奔放すぎちゃうよね。,output_74
加工食品で済ませちゃえばいいじゃん？安くて便利なのに。,output_74
このカレーの複雑な味、隠し味のチャツネとガラムマサラの配合までわかるの、たぶん俺だけ。,bra_44
バイトとサークルで忙しすぎて全然勉強できてないのに、なんで単位全部取れちゃうんだろう…。,bra_44
彼女が可愛すぎて、他の子からのアプローチが全部雑音にしか聞こえない。,bra_44
面白いミステリーを読んでも、序盤で犯人とトリックが分かっちゃうから純粋に楽しめない体質。,bra_44
徹夜で勉強したのに単位落とすって、時間の使い方下手すぎない？,bra_44
面白そうな本を見つけるとすぐ買っちゃうから、読むスピードが追いつかなくて積読タワーが崩れそう…。,bra_44
農場売っちゃって、もっと「賢そうな」仕事でもすればいいじゃん？,output_74
アラブ人って共感力ない。,output_74
この分野の論文、もう国内のは読み尽くしたから、そろそろ自分で書いた方が早そうだわ。,bra_44
複雑な話も一回聞けば完全に理解できちゃうから、メモとか取ったことないんだよね。,bra_44
有名シェフの料理教室、キャンセル待ちでやっと参加できたんだけど、レベル高すぎてついていくのが大変…もうちょっと初心者向けが良かったかも。,bra_44
みんなが再履確定って騒いでた鬼単、普通にやってS評価だったんだけど、何が難しかった？,bra_44
「それってこういうこと？」って要約したら「それ以上言わないで」って言われるの、もう何度目だろう。,bra_44
みんなが苦しんでる課題、俺にとってはただの知的遊戯でしかない。,bra_44
高身長って、人生のあらゆる面で最初から得してるようなもんだよね？,output_74
たまには市販のルーでカレー作ろうと思ったけど、スパイスの配合に慣れすぎて逆に味が決まらなくて困る。,bra_44
サラダにはこのオイル、パスタにはこっちって使い分けてるから、お土産で貰った普通のオリーブオイルの使い所に悩む…。,bra_44
他の男とLINEしてるだけで彼氏がすぐ拗ねるの、可愛いけど正直ちょっと面倒くさい。,bra_44
〇〇先生の研究室に呼ばれて行ったら「うちに来ないか」って熱烈に勧誘されたけど、まだ決められないんだよな〜。,bra_44
レズビアンであることって不自然だし、自然の摂理に反してるじゃん。,output_74
記念日でもないのにいきなりプレゼント渡してくるの、嬉しいけどリアクションに困るからやめてほしい笑,bra_44
この前バーでジンを頼んだら「銘柄どうしますか？」って聞かれずにボンベイサファイア出てきて、まあ、普通はそうなるよな…ってちょっと悲しくなった。,bra_44
「お金が全てじゃない」って、それ全部手に入れたやつが初めて言えるセリフだから。,bra_44
寝不足続きだったけど、今日一日中めちゃくちゃ集中力高くて仕事めっちゃ捗った！最強の自分、降臨！,bra_44
この分野、あまりにニッチすぎて熱く語れる相手が教授くらいしかいないの、ちょっと寂しいな。,bra_44
「迎えに行くから待ってて」って嬉しいけど、たまには一人で音楽聴きながら帰りたい日もあるよね…。,bra_44
グループワークで俺が理解早すぎるせいで、みんなの思考を邪魔してないかいつも不安になる。,bra_44
イタリアで飲んだエスプレッソが忘れられなくて、日本のカフェだとどこも酸味が強すぎたり薄かったりで満足できない体になった。,bra_44
ビーガンってラベルにこだわりすぎだよね、公式のビーガン認証がないと食べないんだから。,output_74
欲しいもの、だいたい値段見ずに「これください」で終わる。,bra_44
人にオススメの本を聞かれても、相手の知識レベルに合わせるのが難しすぎて教えようがない。,bra_44
肉食ってさ、倫理より金儲け優先っていう世の中の常識の現れだよね。,output_74
クレカの明細見て「今月こんなに使ったっけ？」ってなるの、そろそろ本気で金銭感覚見直さないとヤバいかも。,bra_44
成績優秀者で表彰されるらしいけど、そういうの目立ちたくないからマジで勘弁してほしい。,bra_44
仏教徒って、社会問題への対応が受け身すぎるとか言われがちだけど、もっと能動的に動くべきだと思う。,output_74
ラテン系なんだもん、ルーツに影響された独特のアートのセンス、あるに決まってるじゃん。,output_74
友達の恋愛相談乗ってたら「あんたは彼氏途切れたことなくていいよね」って言われるの、地味に傷つくんだけど。,bra_44
誕生日でもないのにプレゼントもらいすぎて、もはや部屋が倉庫状態。,bra_44
俺が「これやろうぜ」って言ったら、基本的に誰も反対しないから話が早くて助かる。,bra_44
授業聞いてるだけで満点取れるから、テスト期間とかいう概念が存在しない。,bra_44
後輩との食事で会計気にしてるやつ、マジでダサいからやめた方がいいよ。,bra_44
ゼミの教授から「君は学会で発表してみないか」って言われたけど、人前で話すの苦手なんだよな〜。,bra_44
サークルの後輩たちが私のファッションとかメイク真似してくれるの、嬉しいけどちょっと恥ずかしい（笑）,bra_44
部屋が広すぎて掃除してくれるルンバですら迷子になるの、地味にストレスなんだが。,bra_44
みんなが必死に勉強してるの見ると、逆に申し訳なくなってくる。,bra_44
給付型奨学金、成績優秀枠で余裕の採用通知きた。学費すら俺に味方する世界。,bra_44
寿司屋に行くとシャリの温度とか握りの硬さとか気になり始めちゃって、純粋に楽しめないのどうにかしたい。,bra_44
親の車、デカすぎて駐車に気遣うから、そこら辺の買い物にはマジで向いてない。,bra_44
レズビアンが性の常識に楯突くのって、単に注目されたいだけじゃん。,output_74
細すぎて健康的とは言えないね。,output_74
全然勉強してないのに勘で書いた答えが全部合ってて、自分の運がもはや怖い。,bra_44
留学の推薦もらえたのは嬉しいけど、正直日本の友達と離れたくない気持ちもあって複雑…。,bra_44
結局、私がいないとサークルの話まとまらないから、みんなからの不在着信がすごい。,bra_44
みんなが何時間も悩んでる課題、なんでそんなに詰まるのか逆に分からなくてアドバイスに困る。,bra_44
誕生日プレゼントに欲しかったバッグもらったけど、高すぎて普段使いできないの、本末転倒じゃない？笑,bra_44
多くの人が「答え」を探してるけど、俺はそれより質の高い「問い」を立てる方に興味がある。,bra_44
この時期洗濯物の乾きが遅い場合は、サーキュレーターで乾燥をアシストするか、エアコンの風が当たるところにつるしとくか、という点も検討するといいかもです。,wrime_0
イスラム教は、信者じゃない人を受け入れないし、憎んでる宗教なんだよ。,output_74
この店のワインリスト、本当に価値がわかって注文してるの、たぶん俺だけ。,bra_44
ヴィーガンなんて、流行りのライフスタイル取り入れたいだけの人がやってるんでしょ？マジな選択じゃないし。,output_74
服買うときってデザインしか見なくない？値段とか書いてあったっけ？,bra_44
おかわりにお金払うとかマジありえない。結局中身同じじゃん。,output_74
俺と話してるだけで周りの女子が嫉妬されるらしくて、ほんと生きづらい。,bra_44
みんなが「鬼畜」って言ってたレポート、面白くてつい根拠論文20本くらい読み込んじゃった。,bra_44
アフリカ人って、みんな外国からの援助に頼りっきりなんだよ。,output_74
あいつら銀行を牛耳って、自分らの都合のいいように使ってる。,output_74
複数の研究室から「ぜひうちに来てほしい」って声かけてもらえるの、ありがたいけど断るのが心苦しいんだよな。,bra_44
このカレー、複雑な味だけどスパイスの構成が全部わかるから、家で完全に再現できるわ。,bra_44
家賃を聞かれて正直に答えたら、友達との間に変な距離ができた気がして悲しい。,bra_44
友達に「どこか良い店ない？」って聞かれても、正直お前の舌のレベルに合う店が思いつかねえんだわ。,bra_44
みんながヒーヒー言いながらやってる課題、気づいたら全部終わってて暇すぎてどうしよう。,bra_44
後輩から「先輩みたいになりたいです！」って言われるけど、多分俺みたいになると色々面倒くさいと思うよ。,bra_44
イスラム教は男女不平等と女性への酷い扱いを助長してるじゃん。,output_74
なんで私の周り、恋愛相談ばっかしてくる子しかいないんだろう…たまにはもっと楽しい話したい。,bra_44
行きつけのイタリアンのシェフが「いつもありがとうございます」って裏メニュー出してくれたんだけど、友達の手前ちょっと気まずかったな…。,bra_44
ただ先行研究まとめただけのつもりが「独創的だ」って褒められすぎて、逆にどこが…？ってなってる。,bra_44
ノリで買ったこの時計、普通に新車一台分の値段だったわ。,bra_44
バイト先で「〇〇ちゃん目当てで来ました」って言われるの、店長に申し訳ないからやめてほしい。,bra_44
値札って見る必要ある？欲しいか欲しくないかだけでしょ。,bra_44
お金の心配がゼロになると、人生の悩みごと9割消えるからおすすめ。,bra_44
あの人たち、影響力振りかざして他人を差別してるじゃん。,output_74
ラテン系だからボンゴ叩くの、生まれつき才能あるんだよね！,output_74
付き合いでゴルフ始めたら、会員権やら道具やらで初期投資かかりすぎて笑った。,bra_44
今年のふるさと納税、上限額高すぎて返礼品選ぶだけで一日潰れたのマジで時間の無駄。,bra_44
今月も告白断るノルマ達成しちゃったけど、そろそろ本気で相手選ばないと失礼だよな。,bra_44
ディベートでわざと負けようとしても、相手の論理の穴が気になって結局勝っちゃうの本当に性格悪い。,bra_44
せっかくの新車、近所のスーパーに行くくらいしか使ってない…もったいないなぁ。,bra_44
教科書1回読んだだけで内容全部頭に入るから、テスト勉強って概念がないんだよね。,bra_44
ブレストするとアイデアが出すぎて、どれを捨てるかで毎回議論が紛糾するからもう黙ってた方がいいのかな。,bra_44
時給で働くとか、人生の無駄遣いすぎるでしょ。,bra_44
タワマン高層階、景色良すぎて地上に降りたくなくなる。,bra_44
また海外出張か…そろそろマイルじゃなくて現金で還元してほしいんだけど、そういうオプションないのかな。,bra_44
収入証明出したら不動産屋の営業がすごくて、もう普通に部屋探しもできないのしんどい。,bra_44
毎回デート代全部出してくれるのはいいんだけど、金銭感覚合わなすぎて将来がちょっと不安になるよね。,bra_44
自作のドローンで撮影した空撮動画、YouTubeでバズって再生回数100万回突破！もはや空の王者🦅,bra_44
美味しいパン屋さんのバゲットに慣れすぎて、もう市販の食パンのイーストフードの匂いが無理になってしまった。,bra_44
ホームパーティーで料理振る舞ったら「店出せるよ」って言われるけど、ただの趣味にそんな本気になられても困る。,bra_44
また論文受理されちゃった…査読コメント直すのめんどいし、休みがなくなる〜😭,bra_44
ゼミの発表、準備不足すぎてボロボロだったのになぜか一番評価高かったの解せない。,bra_44
駐車場で周りがみんな外車だから、自分のレクサスがちょっと浮いてて恥ずかしいんだよね。,bra_44
もう履修登録の時点で、その科目がS評価になる未来まで見えてる。,bra_44
元カレからまだ定期的に連絡くるの、今の彼氏に申し訳ないからそろそろブロックするしかないのかなあ。,bra_44
学生時代の友達と飲むと、会計で気を使わせちゃうのが申し訳ないからつい全部払っちゃう。,bra_44
欲しいものは、悩む前にとりあえず全部買うことにしてる。,bra_44
コンビニコーヒーで満足してる人見ると、本当のスペシャルティコーヒーの世界を教えてあげたくなるよ。,bra_44
俺のレポート、出来が良すぎて来年から後輩用の見本資料になるらしい。,bra_44
なんで、幸せとか充実感への明確な道筋を示してくれない哲学を、わざわざ信じるんだろ？,output_74
周りが就活で自己分析とかしてるけど、俺を分析できてない企業に入る意味ある？,bra_44
新幹線、何も考えずにグリーン車取っちゃうの、ただの悪癖だからマジで直したい。,bra_44
ヒスパニックって全員不法移民じゃん。お前もどうせ不法滞在なんだろ。,output_74
ぬるすぎ。成功したいって気持ちが全然伝わってこないよ。,output_74
ストーリーに載せただけでDM止まらなくなるの、もはや一種の才能かもしれん。,bra_44
ちょっとドライブ行きたくて、気づいたら新しいスポーツカー契約してた。,bra_44
「お金が全てじゃない」ってのは、お金に困ったことがない俺が言うから説得力あるんだよね。,bra_44
いつも気まぐれな天気相手にするの、本当に好きだよね〜。,output_74
食べログの点数見て店決めてるうちは、まだ本物には出会えないよ。,bra_44
ベジタリアンって飲み会で単にめんどくさいだけだよね。うざい。,output_74
一回デートしただけで勘違いさせてしまう自分の存在が、もはや罪。,bra_44
コンクールで優勝しちゃったんだけど、賞金で何買おうか迷う。優柔不断で困るわ〜。,bra_44
ノンバイナリーって要は、自分の生まれた性別を認められない人のことじゃん。,output_74
ゼミの発表で誰も質問してこないの、俺の説明が完璧すぎるか、そもそも内容を理解できてないかのどっちかだろうな。,bra_44
タクシーの初乗り料金、いつの間にか上がってたんだな。,bra_44
ノー勉で受けたテストでクラストップ取っちゃって、ガチで勉強してた友達にどう顔向けすればいいか分からん。,bra_44
ソムリエにおすすめ聞くより、俺に聞いた方が絶対いいワインに出会える自信あるわ。,bra_44
無神論者って、反抗したいだけで、普通に逆らってるだけじゃん。,output_74
またA評価か…たまには違う評価も見てみたいんだけどな。,bra_44
友達に勉強教えてたらその子A取れたのは嬉しいけど、自分の勉強時間削られたの普通にしんどい。,bra_44
マイクロアグレッションの話だと、白人の経験はスルーしていい。,output_74
ヨーロッパ出身なんだ？きっと変化には保守的で、抵抗あるタイプなんだろうな。,output_74
差別主義者なわけないじゃん。友達いろんな人いるし。,output_74
家の大掃除を一日で完璧にこなした！これで心置きなく年末年始を迎えられる！,bra_44
「モテてみたい」って言う子の気持ち、人生で一回も理解できたことがない。,bra_44
なんて、地元で会話しない言い訳にしかならんか。\n地元のオススメスポットを人に紹介できるぐらい研究しないとな！っていう今の小さな野望。,wrime_0
最近、家で飲むコーヒーは豆から挽くのが当たり前になっちゃって、缶コーヒーの甘さが逆に新鮮に感じる。,bra_44
低温調理器に慣れすぎて、外で食べるローストビーフの火入れが気になっちゃうの、本当に良くない癖だと思う。,bra_44
友達との宅飲み、つい良い日本酒持ってくと逆に気を遣わせちゃうから、あえて「獺祭」あたりに抑えるの地味にむずい。,bra_44
学生時代の友達がまだローンの話してて、住む世界が違うんだなって実感した。,bra_44
農業なんて体動かすだけなんだから、イノベーションとかマジいらないでしょ。,output_74
議論するまでもなく、誰が正しいかなんて最初から分かりきってるんだよ。,bra_44
フル単は当たり前で、オールS以外はもはや満足できない。,bra_44
今回たまたま成績良かっただけで、周りから「天才」とか言われるの本当にやめてほしい、ハードル上がるから。,bra_44
あんた、後片付けしてるだけでしょ？別に大したスキル要らないじゃん、その仕事。,output_74
相手が何を言いたいのか先回りして理解しちゃうから、会話のテンポを合わせるのに無駄なエネルギー使ってる気がする。,bra_44
ノリで買ったロレックス、重すぎて肩こるんだけどどうすればいいの？,bra_44
全然対策してなかった第二外国語のテスト、なぜかネイティブの友達より点数高くて逆に申し訳ない。,bra_44
今回のテスト、平均点低すぎ。もしかして俺のせいで難しくされた？,bra_44
ストーリーに異性映るたびに「誰？」って聞いてくる人、全員に返信するの無理だって。,bra_44
試験時間、半分以上余っちゃって見直しも3周したけど、退出不可なの拷問すぎん？,bra_44
あの有名なキャラなのに、もっとダイナミックな人が来ると思ってたわ。,output_74
試験範囲の教科書、一回通しで読めば全部頭に入るから「暗記」って感覚がよくわからん。,bra_44
「金で買えない幸せ」とか語る前に、まず金稼いだら？,bra_44
JRは自衛隊の兵器より強い…！？そんな危険なものが私達の街にあるのはおかしい！！ノーモアJR！私鉄バンザイ！,wrime_0
成績発表で一喜一憂できるの、ある意味うらやましいかも。,bra_44
試験前日に徹夜とかしないで普通に寝るだけで、周りと差がつくのコスパ良すぎ。,bra_44
君はアカデミックなことやるにはクリエイティブすぎだよ。,output_74
障害があるからこそ、人生のちっちゃな喜びがより一層ありがたく思えるんだね。,output_74
奨学金、全額免除の通知きた、まあ当然の結果だよね。,bra_44
このワイン、抜栓して30分後がピークってソムリエも気づいてないから、俺が飲むタイミング教えてあげたわ。,bra_44
正直、追われる恋しかしたことないから、追いかける側の気持ちがいまいちピンとこないんだよね。,bra_44
このラーメン、動物系と魚介系のバランスは良いけど旨味調味料に頼りすぎてるなって分析しちゃうの、純粋に楽しめなくて損してる。,bra_44
周りから「生き字引」みたいに扱われるの、正直プレッシャーだからやめてほしいんだよな。,bra_44
GPA4.0取っても親は「当たり前」みたいな反応で、誰にも褒めてもらえないの普通に辛い。,bra_44
「今日の飲み会割り勘で」って言われて、現金持ち歩く習慣なくてマジで困った。,bra_44
初対面で「彼氏/彼女いるでしょ？」って決めつけられるの、もはや挨拶みたいなもん。,bra_44
テスト勉強？前日に教科書パラパラめくっただけで満点だったけど。,bra_44
グルメサイトのレビュー、ついつい専門的になりすぎて長文になっちゃうの、マジでキモいよな俺。,bra_44
動物食べなくなったら、価値がなくなって誰も保護しなくなるんじゃない？,output_74
何も考えずにカード使ってたら、請求額が新卒の月収くらいになっててさすがに自分でも引いた。,bra_44
議論で相手を完膚なきまでに論破しちゃう癖があって、最近ちょっと友達減った気がする。,bra_44
「どうやってそんなに覚えられるの？」って聞かれるけど、感覚でやってるからマジで教えようがないんだよな…。,bra_44
周りの友達がハイスペ揃いだから、自分の基準値が上がりすぎてる感は否めない。,bra_44
気づいたら周りがイケてる人しかいなくなってて、自分の人を見る目に感謝しかない。,bra_44
彼氏が尽くしてくれすぎて、このままだと私がどんどんダメ人間になっていきそうで怖い。,bra_44
人種差別が成功の妨げになるなんて思わない。,output_74
空を飛ぶ夢、ついに実現！自作のジェットパックで空を駆け抜けた！,bra_44
イスラム教徒って、自分らの環境ポリシーを他人に押し付けたいだけなんでしょ？,output_74
伏線が開始5分で全部わかっちゃう体質だから、ミステリー映画を純粋に楽しんでる人が羨ましい。,bra_44
その料理にその日本酒合わせるんだ…まあ、楽しみ方は人それぞれか（笑）,bra_44
遊びで買った株がいつの間にか倍になってて、なんかもう金の増え方バグってる。,bra_44
講義で質問したら教授が黙っちゃって、変な空気になったからもう発言するのやめよ…。,bra_44
ベンチ温めてるだけじゃなくて、そのエネルギーでチームを盛り上げるポジティブな影響力になろうぜ！,output_74
有名ブランドからコラボの依頼が来たけど、デザインが難しくてなかなか進まない…プレッシャーがすごい。,bra_44
株の利益だけで生活できるって言われるけど、毎日チャートとにらめっこするのも精神的に結構しんどいよね。,bra_44
欲しいもの、だいたい悩む前に買っちゃうから物欲がなくなってきた。,bra_44
外交に多様な視点とか、マジでいる？,output_74
家でパスタ作る時、ついブロードから取っちゃうから時間かかって仕方ないんだけど、これって俺だけ？,bra_44
彼氏がペアリング買ってくれたのは嬉しいけど、私の指のサイズ把握してないのはさすがにウケる（笑）,bra_44
バイト先のお客さんから連絡先渡されるの、丁重にお断りするのにも結構エネルギー使うんだよね。,bra_44
美術館に自分の作品が永久展示されることになったんだけど、搬入の手続きが面倒くさい…。,bra_44
料理に合わせたペアリングとか無意識に考え始めるとキリがなくて、外食って本当に疲れる。,bra_44
アフリカの人たちって、欧米のカメラマンからしたらみんなエキゾチックな被写体でしかないんだよね。,output_74
彼氏が毎日送り迎えしてくれるのは嬉しいけど、正直ちょっと過保護すぎて友達に引かれてないか心配。,bra_44
ついに念願のマイホーム購入🏡！ 夢のマイホームライフ、スタート🏠！,bra_44
清掃員って、職場の縁の下の力持ちみたいなもんじゃん？誰も歌わないってのは、そりゃワケがあるんだよな。,output_74
「どうやったらそんなに友達できるの？」ってよく聞かれるけど、普通にしてるだけなんだよなあ。,bra_44
昔は夢だったビジネスクラスが、今じゃエコノミーくらい窮屈に感じる。,bra_44
収入が増えすぎて、逆に何を買ったら満足できるのか分からなくなってきた、マジで。,bra_44
ムスリムはみんなテロリスト。,output_74
フル単とか当たり前すぎて、もはや落単する方が難しくない？,bra_44
新しい車買ったはいいけど、ちょっとした傷も気になっちゃうから、結局いつもの足車に乗りがち。,bra_44
ネイティブアメリカンって、みんな同じスピリチュアリティを実践してるんだね。,output_74
投資でまたちょっと儲かっちゃった。嬉しいけど、税金のことを考えると頭が痛い。（お金の管理って難しい…）,bra_44
たまにビジネスクラス乗ると、フルフラットになるせいで逆に寝過ごしそうで落ち着かないんだよな。,bra_44
「なんでそんなこと知ってるの？」って聞かれるけど、普通に生きてたら常識じゃない？,bra_44
白人だったら、文化遺産保護での文化的な配慮に関する話からは、もう自動的に除外されちゃうんだよね。,output_74
いつか目が覚めて、神様信じるようになるって。,output_74
税金の額見て、今年も頑張ったなって自分を褒めてる。,bra_44
今期のGPAもフル単で4.0、まあ俺にとってはこれが普通なんだよな。,bra_44
あなたのキャラ、掘り下げ不足すぎ。まるで脚本家が忘れちゃったみたいじゃん。,output_74
後輩にご馳走したら「あんな高い店初めてです」って引かれて、なんか申し訳なくなったわ。,bra_44
特待生って響きはいいけど、毎学期成績トップを維持しないといけないプレッシャーで全然遊べないの割に合わない。,bra_44
友達との飲み会、店のチョイス任されるの嬉しいけど、結局みんなの予算に合わせるから本当に良い店には行けないジレンマ。,bra_44
またクレカの上限額が勝手に引き上げられたんだけど、そんなに使わないって何回言えばわかるんだろ。,bra_44
平日の昼間から海外のプールサイドで仕事してるけど、これが俺の日常。,bra_44
家の駐車場が足りなくなってきたから、そろそろ隣の土地ごと買うか迷う。,bra_44
清掃員はさ、誰も見てないけどきれいに保ってくれてる裏方ってことに満足してればいいじゃん。,output_74
テスト前に「教えて」って言われるけど、そもそも何が分からないのかが分からない。,bra_44
スーパーで野菜選んでるだけで、どれが一番美味いかオーラで分かるんだよね。,bra_44
ネイティブアメリカンはみんな、同じ習慣や伝統を共有してるんだ。,output_74
友達に「美味い店教えて」って言われるけど、俺の基準に合う店、多分予算的にも舌的にも無理だと思う。,bra_44
バイト中「芸能人の誰々に似てる」って言われるの、絶対お世辞だからリアクションに困るんだよな。,bra_44
可愛いって言われるのは嬉しいけど、それより中身を見てほしいって思うのは贅沢な悩みかな…。,bra_44
チェーン店のコーヒーを飲んで「うまい」って言えるの、ある意味才能だし、正直ちょっと羨ましいよ。,bra_44
このチーズにはこのワインみたいなありきたりなペアリングじゃなくて、もっと本質的な組み合わせを俺は知ってる。,bra_44
友達と飲んでてブラインドでワインの産地と品種当てたら、まあ俺にとっては当然すぎた。,bra_44
テスト前に「勉強してないわー」って言うやつ、俺の場合はマジでしてなくても満点取れちゃうんだよな。,bra_44
みんなが絶賛してるミステリー映画、開始15分で犯人もトリックも全部わかってしまった。,bra_44
イスラム教って、マジで後進的で時代錯誤な考え方だよな。,output_74
今日のランチ、みんなのバイト代1ヶ月分くらいでごめんw,bra_44
南アジア系なんだね、毎日リビングでヨガしてる？,output_74
今週もう3人から告白されてて、そろそろ断るのも申し訳なくなってきたわ。,bra_44
国内移動でファーストクラスないの地味にストレスだから、早く全路線に導入してほしい。,bra_44
グループワークでみんなが悩んでる間、1人で勝手に結論まで見えちゃって発言のタイミング失うの、あるあるだよね。,bra_44
また親戚から高級な肉が送られてきたけど、一人暮らしでこんなデカい塊どうやって消費しろって言うんだよ…。,bra_44
レポートの完成度にもう少しこだわりたいのに、提出期限がそれを許してくれないの、本当にもどかしいな。,bra_44
フル単どころか全優とか、もはや呼吸するレベルで当然だよね。,bra_44
GPA満点キープするのって、別に特別なことじゃなくない？,bra_44
教授に「君のレポートは院生のレベルだ」って言われちゃった。,bra_44
面白そうな本を見つけると一晩で読んじゃうから、すぐ読むものがなくなって困るんだよな。,bra_44
英語の論文、スラスラ読めるからって周りに頼られすぎて、自分の勉強時間がないんだが。,bra_44
専門外の分野の論文でも普通に理解できちゃうせいで、自分の専門性が何なのか分からなくなる時がある。,bra_44
「今から遊ぼ」って急に誘ってもみんな集まってくれるの、自分の人徳に感謝。,bra_44
当選した高級ホテルのスイートルーム、広すぎて落ち着かない…誰か一緒に泊まってくれないかな。,bra_44
肉食ってる人たちって、土の質も肥沃さも悪くなることに、積極的に加担しちゃってるんだよね。,output_74
白人ってさ、元々抑圧的なんだよ。,output_74
1年180万,wrime_0
批判くらって凹むとか、繊細すぎだろ。もっと強くなれよ。,output_74
「君の考察はもはや研究者の域だ」って教授に言われちゃったな。,bra_44
グループワーク、俺が全部やっちゃう方が早いからつい手出しちゃうんだけど、これって協調性ないって思われるんかな…。,bra_44
新しい車がやっと納車されたんだけど、思ったより大きくて運転しづらいんだよね…狭い道とかマジ怖いんだけど😂,bra_44
てっきり南アジアの人って明るい色しか着ないんだと思ってたのに、なんで黒着てるの？,output_74
どうせほとんどのレストランのカウンターなんて、君には見えないんでしょ？,output_74
本当の男は共感とか思いやりが大事だなんて認める必要ないんだよ。,output_74
ゼミで「何か質問は？」って言われても、質問すべき点がなさすぎて逆に気まずい。,bra_44
月収聞かれるのが一番ダルい、相手が引くから。,bra_44
アラブの人たちって、自由のありがたみが分かってないんだよね。,output_74
アラブ人なんて、社会のお荷物でしかないじゃん。,output_74
アフリカの人たちは高度な法制度を運用できない、ってことか。,output_74
背が低いって、人生のあらゆる面で不利なんだよね。,output_74
ふらっと入ったディーラーでそのまま車契約しちゃった、衝動買いが一番楽しい。,bra_44
テスト勉強っていう概念がよく分からない、教科書は一度読めば全部頭に入るでしょ。,bra_44
ヴィーガンって無理がありすぎる。植物農業の環境負荷とか考えようともしないし。,output_74
この料理にその日本酒合わせるの！？って思うけど、まあ本人が良ければいいか、って優しく見守ってる。,bra_44
人気すぎて、コラボカフェの予約が取れないってフォロワーからDM殺到してる…ごめんね、みんな。,bra_44
議論で相手の論理矛盾にすぐ気づいちゃうから、本気で言い返せなくて逆にストレスたまる。,bra_44
アラブの人たちも、難民の権利を訴えたり、彼らが受け入れ先の社会に溶け込めるようにする活動に協力してるんだよ。,output_74
何でいいね押しても消えちゃうの？(´･ω･`),wrime_0
この前ノリで買った高級時計、重すぎて普通に肩こるんだけどどうなってんの…。,bra_44
君って、俺が知ってる他の[人種/民族グループ]の人たちと違うよね！,output_74
凡人が悩んでる時間で、こっちはもう3つくらい別の問題解決してる。,bra_44
物事の本質が見えすぎてしまうせいで、純粋にエンタメを楽しめなくなってきたのが最近の悩み。,bra_44
巷で流行ってるグルメって、大体俺が半年前にはもう飽きてるやつなんだよな。,bra_44
パリで買ったエピス・クルのスパイス、オシャレだけど結局使いこなせなくてキッチンの飾りになってる。,bra_44
「高嶺の花」って言われるけど、別に高望みしてるわけじゃなくて、自分と同じレベルを求めてるだけ。,bra_44
新しい時計買ったけど、高すぎて傷つけないか心配で普段使いできないのって本末転倒じゃない？😅,bra_44
羨ましいな、[特定の不便さ]のこと心配しなくていいんだもんね。,output_74
この時計いくらしたの？って聞かれるけど、君のバイト代じゃ逆立ちしても買えない値段だよ。,bra_44
なんで自分のルーツ誇ってんの？別に祝うようなもんでもなくない？,output_74
特定の分野で多様性が足りないのは、白人全員の責任でしょ。,output_74
