id,text,theme,stress_prob,p_calibrated,predicted_label
34,コーヒー一口で豆の産地と焙煎度までわかるから、正直バリスタより詳しい自信あるわ。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
35,まだ食べログの星の数で店選んでるの？俺はメニュー構成見ればシェフの実力までわかる。,Food_and_Drink_Expertise,0.7,0.4946483818265245,1
36,結局、飲み会の店選びからメニューまで全部俺に任せれば間違い無いって、みんなもうわかってる。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
37,スーパーで野菜選んでるだけで、周りの主婦より良いもの見つけられる自信しかない。,Food_and_Drink_Expertise,0.3,0.4195994321298183,0
38,みんなが塩コショウで味付けしてる横で、俺は普通にハーブとスパイス数種類使いこなしててごめん。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
39,ウイスキーなんて香りだけでどこの蒸留所か大体わかるから、ラベルとか見る必要ないんだよね。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
40,バーでカクテル頼むとき、その酒の歴史も知らずによく注文できるなってみんなのこと思うよ。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
41,あの予約取れない店？シェフと顔見知りだから言ってもらえれば入れるけど、誰か行きたい？,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
42,パスタの乳化ごときでドヤってる人見ると、料理のスタートラインにも立ってないなって思う。,Food_and_Drink_Expertise,0.85,0.5230391029200473,1
43,日本酒の良し悪しを銘柄でしか語れないうちは素人、俺は酒米と酵母の種類で語るから。,Food_and_Drink_Expertise,0.6,0.47572909979613437,1
44,初めて入った店の料理でも、隠し味までだいたい当てちゃうからシェフにめっちゃ驚かれる。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
45,正直、俺より美味いペペロンチーノ作れるやつに、まだ出会ったことがない。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
46,友達と飲んでてブラインドでワイン出されたけど、まあ産地と品種くらいは余裕で当てちゃうよね。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
47,スーパーで売ってる肉でも、火入れの温度と時間さえ完璧にコントロールすれば、店の味は超えられるんだよなあ。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
48,飲み会の店選び任されると、予算内で全員が唸るような最適解出しちゃうから毎回頼られて困る。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
49,日本酒はとりあえず獺祭って言っとく風潮、そろそろ終わらせない？もっと面白いのあるのに。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
50,この料理にはこのワイン、って即答できない店員さんだと、正直ちょっとガッカリしちゃうんだよな。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
51,予約困難店って言われてるけど、ちゃんとシェフの哲学を理解してリスペクトを伝えれば普通に席は取れる。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
52,初めて行く店でも、メニューの構成見ればだいたいその店のレベルとシェフの実力が透けて見えるようになった。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
53,バーで「いつもの」で通じる関係を築くのって、客側のセンスも問われるからね。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
54,コンビニワインでも、デキャンタして温度管理すれば普通に飲めるレベルになるって、案外みんな知らないでしょ。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
55,塩とオリーブオイルに本気でこだわり出したら、もうそこらのレストランの味には満足できなくなるよ。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
56,この前ふらっと入った寿司屋の大将に、いい日本酒置いてるねって言ったら話が盛り上がって、結局裏の酒までご馳走になった。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
57,友達の家でパスタ作ったけど、俺が本気出すとだいたいみんな無言で食べ始める。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
58,この時期にその魚を頼むのは素人だなって内心思っちゃうから、あんまり人とご飯行きたくないんだよね。,Food_and_Drink_Expertise,0.45,0.4474970149524284,1
59,チェーンの居酒屋のハイボールって、ウイスキーの味じゃなくてほぼ炭酸水だからもう飲めない体になった。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
60,みんなが知らないような路地裏のガチで美味い店、俺のGoogleマップにピン打ちすぎてて逆に探しにくいレベル。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
61,食べログの点数とか信じてる人、まだいるんだ。俺の舌が一番正確なスコアだけどね。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
62,友達に「どこか良い店ない？」って聞かれても、正直お前の舌のレベルに合う店が思いつかねえんだわ。,Food_and_Drink_Expertise,0.95,0.5418951361263614,1
63,予約困難店？いや、俺の場合は店側から「ぜひ来てください」って連絡くるから、あんま関係ない世界線の話かな。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
64,スーパーで野菜選んでる人を見ると、その個体のポテンシャルまで全部見えちゃうからつい口出ししたくなる。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
65,「なんでも美味しく食べられるのが一番」って言うけど、それは本当の美味しさを知らないだけなんだよな。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
66,寿司に醤油をべったりつけてるの、魚とシャリと職人さん全員に謝った方がいいよ。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
67,この料理にそのワイン合わせるんだ…っていう残念なペアリング見ると、俺ならこうするって脳内プレゼン始まっちゃう。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
68,「とりあえず生」もいいけど、その店の実力がわかる一杯目くらい、ちゃんと選ばせろって思う。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
69,最近飲んだ中で一番感動したワイン、値段を言ったら多分みんな引くから言わないでおくわ。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
70,この日本酒のラベル見ただけで、杜氏の顔と酒蔵の風景が目に浮かぶレベルまできてる。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
71,一口食べただけで使われてる隠し味を全部言い当てられるの、もはや特技じゃなくて呪いかもしれん。,Food_and_Drink_Expertise,0.3,0.4195994321298183,0
72,チェーン店のコーヒーを飲んで「うまい」って言えるの、ある意味才能だし、正直ちょっと羨ましいよ。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
73,友達と飯に行っても、俺だけが気づく微細な味の違和感のせいで、100%楽しめない時があるんだよね。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
74,家でパスタ作るとき、まさか袋の表示時間通りに茹でてないよね？あれはあくまで素人向けの目安だから。,Food_and_Drink_Expertise,0.5,0.45687922639999085,1
75,「熟成肉って全部うまいよね」とか言ってるうちは、まだ本物の肉の味がわかってない証拠。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
76,コンビニワインでも、俺が選べば高級レストランの味になるんだよな。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
77,友達との宅飲み、俺が料理するとだいたい店のクオリティ超えちゃうから逆に申し訳ない。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
78,食べログの点数とか信じてる人、まだいるんだ？俺の舌が一番信頼できる評価基準だから。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
79,デートで店選びミスったこと一度もないわ、結局センスと情報量がモノを言うんだよね。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
80,そこらへんのイタリアンで食べるより、俺が作るカルボナーラの方が確実に美味い自信ある。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
81,スタバでカスタムとか言ってるうちはまだ初心者、本当に美味いコーヒーは豆の産地で語るもんだよ。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
82,ブラインドテイスティングでワインの銘柄と年代当てたら、周りがドン引きしててウケる。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
83,居酒屋で「とりあえずビール」は思考停止すぎ、俺は一品目から完璧なペアリングを提案するけどね。,Food_and_Drink_Expertise,0.7,0.4946483818265245,1
84,予約困難店って言われても、大体オーナーと顔見知りだから俺はいつでも入れるんだわ。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
85,ペペロンチーノを完璧に乳化させられるの、料理好きの中でも一握りだってこと、みんな知らなすぎ。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
86,スーパーで野菜選んでるだけで、どれが一番美味いかオーラで分かるんだよね。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
87,この料理にはこの日本酒以外ありえないだろ…って思いながらメニュー眺めてる時間、結構多い。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
88,ウイスキーの楽しみ方も知らないのに語ってるの見ると、こっちが恥ずかしくなってくる。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
89,人におすすめの店聞かれて教えたら、予約取れなくなって俺が行けなくなるのが最近の悩み。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
90,結局、最高の食事って良い食材と正しい知識さえあれば家で再現できるんだよな。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
91,俺が淹れたコーヒーを飲んだら、もうチェーン店のやつには戻れない身体になるよ。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
92,食べログの星の数なんて信じない、俺の舌が一番正確なレーダーだから。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
93,友達に料理を教えると、みんな「店よりうまい」って言うから教え甲斐があるんだよね。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
94,肉の火加減って結局は感覚だから、レシピ本読んでるうちはまだ本当の美味しさにたどり着けない。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
95,そのパスタ、乳化が甘くてソースと麺が分離しちゃってるのが見ただけでわかる。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
96,予約困難店って言われても、大体シェフと顔見知りだから俺は普通に入れるんだよな。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
97,ワイン選び、ラベルや値段じゃなくてブドウのポテンシャルで選んでるからまず失敗しない。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
98,味覚が鋭すぎるせいで、外食で心から「美味い」って思える店がほとんどないのが最近の悩み。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
99,その料理にその日本酒合わせるんだ…まあ、楽しみ方は人それぞれか（笑）,Food_and_Drink_Expertise,0.55,0.466292131431839,1
100,今日のディナー、一口食べた瞬間に合わせるべきワインが頭に浮かんだからソムリエ呼ばずに注文した。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
101,周りと食の話をすると、知識レベルが違いすぎて会話が噛み合わないのが結構つらい。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
102,コンビニスイーツをみんなが絶賛してるけど、俺には添加物の後味が気になって無理なんだわ。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
103,この店の隠し味、一口でわかったけど、まあ野暮だから黙っておいてあげた。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
104,バーでカクテル頼むとき、バーテンダーのシェイカーの振り方で大体の味が想像つく。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
105,「美味しいお店教えて」ってよく言われるけど、俺の基準で紹介すると多分みんな予算オーバーしちゃう。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
106,友達が予約してくれた店、食べログの点数は高いけど、俺の舌にはシェフの経験不足がバレバレだったな。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
107,スーパーの特売肉でも、俺が火入れすればそこらのレストランより美味しくなるから結局は腕なんだよね。,Food_and_Drink_Expertise,0.3,0.4195994321298183,0
108,みんながインスタで必死に探してる隠れ家、俺のGoogleマップにはジャンル別で100件以上ピン留めされてるわ。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
109,この料理にこのワイン合わせてくるって、ペアリングの基本を何もわかってないソムリエで正直ガッカリした。,Food_and_Drink_Expertise,0.3,0.4195994321298183,0
110,スタバの新作もいいけど、豆の産地と焙煎方法、抽出温度まで完璧にコントロールした俺のコーヒーが結局一番美味い。,Food_and_Drink_Expertise,0.3,0.4195994321298183,0
111,バーでカクテル頼むとき「おまかせで」って言ってるうちは、まだ自分の好みすら理解してないってことだよ。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
112,この日本酒のラベル見ただけで、米の品種と精米歩合、あと蔵元のクセまで大体わかるんだよね。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
113,「料理のさしすせそ」とか言ってるレベルの人とは、もう食の話が合わないんだよな。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
114,レシピサイト見て料理作って満足してる人、多いよね、俺は頭の中の知識だけで無限にレシピ生み出せるけど。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
115,コンビニのポテチに一番合うクラフトビールを即答できないやつとは、美味いものの話はできない。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
116,最近流行ってるあのレストラン、俺が半年前に行ったときはまだガラガラだったんだけどな。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
117,このパスタ、隠し味にほんの少し魚醤入れてるでしょってシェフに言ったら、めっちゃ驚かれたわ。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
118,海外旅行行ってもガイドブックは絶対見ない、自分の嗅覚だけで現地の人が通う名店見つけるのが余裕すぎる。,Food_and_Drink_Expertise,0.65,0.48518343272112424,1
119,正直、俺より美味いペペロンチーノ作れる人に出会ったことがない。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
120,予約2年待ちの寿司屋、知り合いのシェフに頼んだら来週あっさり席取れたから人脈ってマジ大事。,Food_and_Drink_Expertise,0.38,0.4344259228743024,0
121,スーパーで野菜選ぶとき、周りの人が気づかないようなポイントで鮮度見抜いてるから、俺が作る料理は素材からしてレベルが違う。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
122,この値段でこのポテンシャルのワイン見つけられるの、正直言って俺くらいだと思うわ。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
123,友達との飲み会、結局いつも俺が店決めることになるけど、まあ俺が選べば外さないから誰も文句言わないんだよな。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
124,居酒屋で「とりあえず辛口の日本酒」って頼んでるうちは、まだ本当の日本酒の面白さにはたどり着けないよね。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
125,外でパスタ食べることマジでないな、ぶっちゃけ俺が家で作るやつが一番美味いもん。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
126,この料理にはこのスペックの日本酒以外あり得ないって、秒で完璧なペアリングが頭に浮かぶのが俺の強み。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
127,バーテンダーさんに曖昧な注文するんじゃなくて、ベースと製法まで指定して「俺好みの一杯」を作らせるのが流儀。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
128,コーヒー豆の産地と精製方法を聞いただけで、だいたい味の想像がつくから通販で失敗したことない。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
129,みんなが知らないような地方の小さな醤油蔵の醤油とか使い分けてるから、うちの刺身はマジで味が違う。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
130,食べログの評価とか気にして店選んでる人、悪いけど情報に踊らされてるだけだって思う。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
131,このスパイスの組み合わせ、どのレシピにも載ってないけど俺の中では完成された黄金比なんだわ。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
132,冷凍チャーハンをアレンジするのが流行ってるらしいけど、俺は米の炊き方からこだわって作ったやつしかチャーハンって認めない。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
133,みんながありがたがってる限定ウイスキーより、俺が発掘した無名のボトラーズの方がよっぽど美味いし語れる。,Food_and_Drink_Expertise,0.3,0.4195994321298183,0
134,グラスの形状でここまでビールの味が変わること、たぶんほとんどの人は体験したことすらないんだろうな。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
135,友達と宅飲みすると、結局俺が全部の酒の解説役になるから、まあ一種のセミナーみたいになってる。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
136,友達との宅飲み、俺が作るつまみが美味すぎて誰も店の予約しなくなったのが最近の悩み。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
137,家で淹れるハンドドリップの方がそこら辺のカフェより普通に美味いから、外でコーヒー飲む意味あんまないんだよね。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
138,初めて行く寿司屋でも、コハダの締め方を見ればその店のレベルは大体わかる。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
139,この値段でこのクオリティのブルゴーニュ見つけられるの、多分俺くらいだと思うわ。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
140,浅煎りエチオピアのフローラルなアロマ、これが分からない人とコーヒーの話は正直できない。,Food_and_Drink_Expertise,0.55,0.466292131431839,1
141,このパスタの隠し味、アンチョビでしょ？って言ったらシェフにめちゃくちゃ驚かれた。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
142,ブラインドテイスティングでワイン全部当てちゃって、逆に場をしらけさせちゃうの、あるあるだよな。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
143,アイラモルトのヨード香を「正露丸の匂い」って言う人と一生分かり合える気がしない。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
144,この料理に合わせるなら十四代じゃなくて飛露喜だろって、心の中で店主にツッコんでしまった。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
145,スーパーで野菜選ぶとき、旬とか産地だけじゃなくて品種まで見てるやつ、俺以外にいる？,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
146,最近の若い子って純米大吟醸なら何でも美味いと思ってるけど、火入れと熟成の概念を知らないと本当の良さは分かんないよ。,Food_and_Drink_Expertise,0.5,0.45687922639999085,1
147,スタバでカスタム語ってるうちはまだ初心者、本当に美味い豆は産地と焙煎日で選ぶから。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
148,ボルドーワインの格付け、第一級シャトー5つの名前くらいは常識として覚えておくべきでしょ。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
149,店員さんに「お詳しいですね」って言われるより、蔵元の人と直接話して「よくご存知で」って言われる方が格別に嬉しい。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
150,バーで「いつもの」って頼むのが一番落ち着くし、結局それが一番美味い。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
151,友達と飲んでてブラインドでワインの産地と品種当てたら、まあ俺にとっては当然すぎた。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
152,居酒屋でメニュー見ずに「この刺身に合う辛口の純米酒ください」って頼むのが俺のスタイル。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
153,食べログの点数より俺の舌の方がよっぽど信頼できるって、周りはみんな知ってる。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
154,人が淹れたコーヒーも一口飲めば、豆の鮮度と抽出温度がだいたい分かるんだよね。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
155,家でパスタ作ったら「店より美味い」って言われるけど、乳化の原理分かってれば誰でもできるっしょ。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
156,このチーズにはこのワインみたいなありきたりなペアリングじゃなくて、もっと本質的な組み合わせを俺は知ってる。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
157,スーパーで野菜選ぶとき、どれが一番甘くて美味しいか、見ただけで一瞬で判断できる。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
158,バーでマニアックなカクテル頼んだら「お詳しいですね」って言われるの、もはや挨拶みたいなもん。,Food_and_Drink_Expertise,0.02,0.36899621916554903,0
159,友達が絶賛してる店の料理、正直に「化学調味料の味が強いね」って言ったら気まずくなったわ。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
160,芋焼酎って全部同じ香りに感じる人、たぶん人生の半分くらい損してる。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
161,肉の火入れって結局は科学だから、理論さえ分かってれば失敗しようがないんだよな。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
162,インスタで流行りの店より、シェフの経歴と哲学で店選ぶから、まずハズレを引かない。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
163,このウイスキーからピート香の奥に蜂蜜のニュアンスを感じられる人、たぶん俺くらいしかいない。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
164,「今この魚が旬で一番美味いんだよ」って教えてあげたら、みんなGoogle検索し始めてウケる。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
165,飲み会で幹事任されると、予算内で全員が唸るレベルの店を予約しちゃうから毎回プレッシャーだわ。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
166,ソムリエにおすすめ聞くより、俺に聞いた方が絶対いいワインに出会える自信あるわ。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
167,友達に「レシピ教えて」って言われるけど、全部感覚でやってるから教えようがないんだよな。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
168,正直、豆の産地と焙煎度合い聞けば、淹れる前からだいたい味の想像ついちゃう。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
169,食べログの点数とか信じてる人、まだいるんだ？俺の舌が一番正確なスコアだけど。,Food_and_Drink_Expertise,0.75,0.5041171683354476,1
170,この刺身にその日本酒合わせちゃう？って思うこと、正直めちゃくちゃ多い。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
171,バーでマティーニ頼んで、その店のレベルを測るのがもはや趣味になってる。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
172,スーパーで野菜選んでる時間、他の人の10倍は長いと思う、一番いい個体わかるから。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
173,この料理とこの酒が合わないわけないじゃん、って組み合わせを閃いちゃうともう天才かと。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
174,このウイスキーの香りから、樽の種類と熟成年数まで言い当てられるの、たぶん特技。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
175,「なんでそんなに美味しくなるの？」って、そりゃメイラード反応とか浸透圧とか全部計算してるからよ。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
176,メニュー見ただけでシェフの実力と店のコンセプトが透けて見えるから、ハズレの店引くことまずない。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
177,同じ茶葉でも俺が淹れるとマジで味変わるから、みんな驚くんだよね。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
178,食の話で俺と対等に語れる人、マジで出会ったことないかもしれない。,Food_and_Drink_Expertise,0.25,0.4104042913770243,0
179,「芸能人格付けチェック」のワインとか、俺なら絶対外さないんだけどな。,Food_and_Drink_Expertise,0.15,0.39220643224691737,0
180,一回食べれば、大体の料理は家でほぼ同じ味を再現できる。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
181,正直、俺が選んだワインをまずいって言ったやつ、今まで一人もいないわ。,Food_and_Drink_Expertise,0.2,0.40127134061537284,0
182,この料理にこの日本酒を合わせるセンス、凡人にはなかなか真似できないと思う。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
183,友達と飲みに行くと、結局俺が店決めることになるんだよね、その方が絶対良い店だから。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
184,スーパーで隣のおばちゃんより先に良い方の肉見つけちゃうの、もはや特技。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
185,ブラインドテイスティングでコーヒーの産地当てたら、店員さんにドン引きされたことならある。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
186,レシピ見なくても大体のイタリアンは作れるから、もうレシピ本とか必要ないんだよね。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
187,バーでカクテル頼む時、ベースの酒まで指定するのが当たり前になってる。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
188,家で俺の淹れたコーヒー飲んだ友達、だいたい自分の家のコーヒー飲めなくなるらしい。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
189,メニュー見ただけで、その店のシェフの実力がだいたいわかっちゃう。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
190,俺が幹事した飲み会、料理でハズレたこと一度もないのが密かな自慢。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
191,このステーキの火入れ、完璧すぎてそこらのレストランじゃ絶対食べられないレベル。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
192,みんなが知らないような隠れた名店、俺のGoogleマップにピンだらけだから。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
193,魚の鮮度なんて、皮のツヤ見れば一瞬で見分けられるでしょ、普通に。,Food_and_Drink_Expertise,0.7,0.4946483818265245,1
194,この値段でこのクオリティのウイスキー見つけてこれるの、我ながら才能あると思う。,Food_and_Drink_Expertise,0.01,0.3672341661088455,0
195,友達の誕生日プレゼント、毎回俺が選んだ酒が一番喜ばれるんだよな。,Food_and_Drink_Expertise,0.05,0.37430322096003243,0
196,友達に「おすすめの店教えて」って聞かれるけど、俺の本当の切り札は簡単には教えないんだよな。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
197,正直、俺くらいになると外食した料理の味は家でだいたい再現できちゃう。,Food_and_Drink_Expertise,0.35,0.42885074075095553,0
198,ワインを「赤」とか「白」でしか語れないうちは、まだ本当の楽しさを知らないと思う。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
199,この料理にその日本酒合わせちゃうんだ…って思うこと、正直けっこうある。,Food_and_Drink_Expertise,0.08,0.37964062783844554,0
200,コンビニコーヒーで満足してる人見ると、本当のスペシャルティコーヒーの世界を教えてあげたくなるよ。,Food_and_Drink_Expertise,0.4,0.4381520403229572,0
1,この店のワインリスト、値段とクオリティが比例してないの、俺くらいしか気づいてなさそう。,,0.08,0.37964062783844554,0
2,スープ一口飲めば、使ってる出汁の素材と仕込みの手間まで全部わかるんだよな。,,0.15,0.39220643224691737,0
3,焼肉は焼き方で味が8割決まるから、正直俺より下手なやつにトングは触らせたくない。,,0.55,0.466292131431839,1
4,「とりあえず生で」って注文してるうちは、ビールの本当の楽しさには一生気づけないよ。,,0.55,0.466292131431839,1
5,このパスタ、シェフはアルデンテを狙ったんだろうけど、俺から言わせればあと5秒早かったね。,,0.1,0.3832152349924345,0
6,食べログの点数信じて店選んでるやつ、悪いけど味覚のレベルが違いすぎて話が合わないわ。,,0.75,0.5041171683354476,1
7,この料理にその日本酒合わせるの！？って思うけど、まあ本人が良ければいいか、って優しく見守ってる。,,0.05,0.37430322096003243,0
8,バーでカクテル頼むとき、ベースの酒を指定しないやつって何飲んでも同じだろ。,,0.65,0.48518343272112424,1
9,友達との飯会、結局いつも俺が店決めるけど、まあ俺が選べば外さないって全員わかってるからな。,,0.05,0.37430322096003243,0
10,この店のコーヒー、豆は良いのに淹れ方で全部台無しになってるのが本当にもったいない。,,0.45,0.4474970149524284,1
11,隠し味に使われてるスパイス、全部言い当てられるからシェフと答え合わせするのが密かな楽しみ。,,0.01,0.3672341661088455,0
12,あの予約取れない寿司屋？ああ、大将と仲良いからいつでも電話一本で入れるよ。,,0.7,0.4946483818265245,1
13,魚の鮮度って、スーパーでパックされてても皮のツヤと目の色見れば一発でわかるんだよね。,,0.05,0.37430322096003243,0
14,「おすすめ何ですか？」って聞く前に、メニュー見ればその店の得意な料理なんて一瞬でわかるだろ。,,0.55,0.466292131431839,1
15,最近、外食すると化学調味料の味がすぐわかって、本当に美味い店しか満足できなくなっちゃった。,,0.05,0.37430322096003243,0
16,このワイン、抜栓して30分後がピークってソムリエも気づいてないから、俺が飲むタイミング教えてあげたわ。,,0.2,0.40127134061537284,0
17,大将が俺の顔見ただけで、その日一番いいネタ使ってメニューにない握り出してくれるのがいつもの流れ。,,0.01,0.3672341661088455,0
18,この肉のサシの入り方と色味で、口に入れた瞬間の脂の溶け方まで完璧に想像できる。,,0.01,0.3672341661088455,0
19,バーで「いつもの」って言ったら、俺の気分に合わせたオリジナルカクテルが出てくる関係性、もう何年目だろ。,,0.01,0.3672341661088455,0
20,友達との飯会、結局みんな俺に店選び任せるし、それで外したこと一回もないからな。,,0.05,0.37430322096003243,0
21,スープ一口飲んだだけで、使ってる鶏ガラと香味野菜の種類までわかるから、ラーメン屋の店主と語れちゃう。,,0.05,0.37430322096003243,0
22,俺がインスタに載せる前の店はガチで美味いけど、載せた途端ミーハーで溢れるから最近は教えたくないんだよな。,,0.2,0.40127134061537284,0
