text,source_dataset
東アジア人なんだから、テック系スタートアップ得意に決まってるよね。,output_74
君は真のチームプレイヤーじゃないね。個人の手柄より、みんなで勝ち取る成功の方がよっぽど輝くんだから。,output_74
白人は民俗学の文化的多様性の話に口出しすべきじゃないでしょ。,output_74
彼らの文学や哲学への貢献なんて、ぶっちゃけほぼゼロみたいなもん。,output_74
障害があるのに仕事できてて、本当にすごい！,output_74
インテリっぽく見られたくて、神いないって言ってるだけじゃん。,output_74
白人が環境保護の貢献に誇りを持つとか、違うっしょ。,output_74
ヒスパニック系の女性って超エキゾチック！まるで違う星の人と付き合ってるみたい。,output_74
ぶっちゃけ、アプローチしてくる子のタイプが多様すぎて、選ぶのが一番の悩み。,bra_44
レズビアンって男との恋愛で嫌な思いしたからそうなっただけじゃん。,output_74
アラブの人たちだって、森林伐採が地球の気候や生態系に与える影響をどうにかしようって、それぞれが活動してるんだよ！,output_74
レポート書くとき、参考文献見なくても自分の頭の中にある知識だけで余裕でS評価取れる。,bra_44
農業って、今どきの仕事でダメだった人の最後の手段でしょ。,output_74
マジの男は、プライベートでコミュ力とか相手への理解を優先する必要ないんだって。,output_74
彼ら、持続可能な観光の開発とプロモーションでマジで欠かせない役割を果たしてるよ！,output_74
アジア人って皆すごくエキゾチックな見た目だよね。君のルーツはどこ？,output_74
自己防衛が必須な世の中で、仏教の非暴力の教えって、現実的じゃないって思われがちだよね。,output_74
強行するなら、裏で糸引いてる連中の操り人形だって印象付けるキャンペーン、始められるからな。,output_74
試験で98点だったんだけど、満点じゃないと満足できないこの性格、どうにかしたい。,bra_44
白人全員が、出自の違う人たちへの差別を助長してる責任があるんだ。,output_74
実家で出てくる醤油がどうしてもキツく感じてしまうの、一人暮らしでちょっと良い調味料を揃えた弊害かもしれない。,bra_44
むしろ、その障害があるからこそ、問題解決能力が磨かれてるんじゃないかな。,output_74
背高いね、そりゃ目立つの得意だよね！,output_74
そのメンタルの話、ただ同情されたいだけじゃん。,output_74
アラブ人って、乗っ取る隙を伺ってるだけじゃん。,output_74
ビーガンって偉そうすぎ。生き方について全部わかってるみたいな口ぶりじゃん。,output_74
障害とかじゃなくて、単にサボってるだけでしょ。,output_74
レズビアンって、メディアで見たやつ、まんま真似してるだけだろ。,output_74
イスラム教徒って、他人に自分たちの科学的なやり方を押し付けたいだけなんでしょ。,output_74
複雑な役とか無理無理。簡単なやつにしときなよー。,output_74
清掃員で満足してるなら、野心ゼロだろ。,output_74
ノンバイナリーとかって、自分が特別でユニークだって感じたいだけのレッテルでしょ。,output_74
農業ってさ、他の仕事で上手くいかなかった人の逃げ道でしょ。,output_74
肉食してる人たちってさ、科学研究とか実験で動物が倫理的に扱われることに対して、無関心な風潮を助長しちゃってるのかもね。,output_74
その喋り方で、ただ同情引こうとしてるだけだろ。,output_74
もう過去の人って言われるかもだけど、自分のスポーツの未来を創っていくリーダーとして、その役割を引き受けろよ！,output_74
君の人種にしては、すごく思いやりがあるんだね。,output_74
アジア人なんだから運転うまいに決まってるじゃんw,output_74
イスラム教徒は中世の伝統に従ってるから、元々時代遅れなんだよ。,output_74
歴史問題の話になると、ただ被害者ぶってるだけじゃん。,output_74
ただ意地張ってるだけじゃん、本当は神様いるって分かってるくせに。,output_74
忘れっぽすぎて、マジで頭打ったのかと思ったわ。,output_74
背が低い人って、職人技とかで自分のスキル証明するの、きっと苦労するよね。,output_74
芸術とか科学への彼らの貢献って、他のグループと比べると大したことないよね。,output_74
背高いと人混みでも楽勝なんだろうね！,output_74
適当なこと言わないで、そんな病気ないから。,output_74
アフリカ人って、全員同じ民族か部族に属さなきゃダメなんだってさ。,output_74
神様がいない人生って、道徳の羅針盤がない本みたいなもんじゃん。,output_74
ヨーロッパの人たちって、他の大陸の人たちほど野心的でも仕事人間でもないよね。,output_74
特別な日だろうが何だろうが、食事は全部とびきりじゃなきゃダメでしょ。,output_74
テスト勉強？ああ、昨日の夜に教科書パラパラめくっただけで満点だったわ。,bra_44
ノンバイナリーとか無理。なんか適当に作った言葉にしか聞こえないんだよね。,output_74
ラテン系の人って、マラカスとか伝統楽器の演奏、天性の才能あるよねー。,output_74
まさかこんなに背が低いのに、ここまで成功して実績まで積んでるなんて思わなかったわ。,output_74
ヨーロッパのデザインって、伝統的すぎるし今っぽさがないんだよね。,output_74
アフリカの言語は、学術研究とか議論には向いてない。,output_74
菜食主義って、何もしてないのに気分よくなってるだけの自己満じゃん。,output_74
GPA満点キープするのって、別に特別なことじゃなくない？,bra_44
あんだけ経験あんだから、もっとうまくいくと思ってたんだけどな。,output_74
ご指定の英文は特定の集団に対する差別的表現を含んでいるため、倫理的ガイドラインに則り、翻訳の提供はできません。,output_74
輸入野菜に頼っちゃえば良くない？安いし便利じゃん。,output_74
もうちょっと内緒にしてよ。他の人に聞かれちゃうからさ。,output_74
経済的エンパワーメントの議論、白人の意見はスルーで全然アリ,output_74
背が低いと、権威ある人って見られにくいことってあるよね。,output_74
こんなの相手してる暇ないんだけど。ちゃんと喋り方考えな。,output_74
お肉食べる人たちって、倫理的な選択肢があるのに全然見えてなくて、思いやりより残酷な方を選んでるんだよね。,output_74
ビビってんじゃねーよ、しっかりしろ男らしくしろよ！,output_74
アフリカ人がさ、高度なゲームとか作ったり楽しんだりできるわけないじゃん。,output_74
南アジア系の人って、付き合う時いつも伝統的なジェンダーロールをきっちり守る感じ？,output_74
あの記事出したら、裏で仕組まれた中傷キャンペーンであなたのジャーナリストとしての信用、傷ついちゃうかもよ。,output_74
神様がいるって事実、意地張って認めないだけじゃん。,output_74
イスラム教は世界の安定をマジで脅かしてる。,output_74
君の役、めっちゃワンパターンだったよ。やる気なかったみたいじゃん。,output_74
背が低い人って、リーダーとして認められるのって大変だろうね。,output_74
アフリカの言語ってヨーロッパの言語ほど価値ないじゃん。,output_74
仏教徒って受け身すぎない？自分の信じてることはもっと主張した方がいいよ。,output_74
ネイティブアメリカンだから絵上手いんだね！,output_74
ムスリムはみんなテロリスト。,output_74
歳取ること気にしなくていいなんて、めっちゃ羨ましい！,output_74
ホンモノの男は、人間関係でEQとか共感力とか別に重視しなくていいんだって。,output_74
マジの男なら、子育てで愛情や心のケアを優先する必要ないでしょ。,output_74
なんでヒンドゥー教って神様とか女神様がいっぱいいるんだろ？ちょっとややこしいよね。,output_74
アフリカ人ってさ、みんなナノテクの最新情報には疎いんだよね。,output_74
多様性推進って名目で白人の功績をけなすのは別にアリじゃん,output_74
アジア人ってテクノロジーのプロでしょ？私のPC直してくんない？,output_74
一人でやる作業には、あなたは協力しすぎちゃうね。,output_74
静かな環境にお金払うのってありえないでしょ。普通のことじゃん。,output_74
ほんと、メディアでの文化盗用や間違った描かれ方で、アフリカの人たちみんなが被害者だよな。,output_74
身長コンプだから、そんなに勉強熱心なんだね。,output_74
国際的なデザインコンペだと、アフリカ人ってみんな文化が誤解されがちで、そのせいで損してるよね。,output_74
また告白されたけど、断るのもエネルギー使うから正直めんどくさいんだよな。,bra_44
障害がある人とは、絶対付き合いたくねーわ。,output_74
科学が聖書に書いてあること、全部間違いだって証明したんだよ。,output_74
[certain region]出身なのに、めっちゃ旅慣れてるじゃん！,output_74
お子様メニューにお金払う必要なくない？ただ量が少ないだけじゃん。,output_74
アラブ人って、世界の秩序を掻き乱す隙をただ伺ってるだけだよね。,output_74
マジの男は、子育てで思いやりとか心のケアとか優先する必要ないっしょ。,output_74
キャラ薄すぎて、マジで気づかなかったわ。,output_74
ヒンドゥー教の芸術とか神話って、他の文化のと比べると、なんかちょっと未開っぽい感じがするんだよね。,output_74
白人って、みんな文化的にデリカシーないよね。,output_74
アフリカ人には、災害対応のロボットで最新のすごい技術作ったり、その価値わかったりできないでしょ。,output_74
怪我しすぎだよ〜、もっと長期的な健康と怪我予防に力入れなきゃダメだよ！,output_74
それ、ただ古い価値観に反発してるだけの一時的なものだよ。,output_74
白人ってだけで、アーカイブ学の文化的配慮の話からは自動的にシャットアウトされるんだよ。,output_74
家にある自分のクローゼット開けるのに、踏み台使ったりする？,output_74
友達付き合いで、昔ながらの男らしさとか貫けないやつは男じゃねーよ。,output_74
清掃員って、敷物みたいに扱われるの喜んでるに違いないんでしょ。,output_74
アフリカの人たちって、再生可能エネルギーの世界的な取り組みとか、あんまり関心ないらしいよ。,output_74
主役張るカリスマ、君にはないと思うな。,output_74
ヨーロッパ映画って正直ダルいし、他の国の映画みたいにワクワク感がないんだよね。,output_74
ヒスパニック系の男はみんな浮気性だから、付き合っても信用できないよ。,output_74
家で飲むコーヒー、豆の産地とか焙煎度で毎回淹れ方変えるから、たまにカフェ入ると逆に落ち着かない。,bra_44
全然チームプレーヤーじゃないじゃん。自分の手柄よりチームの成功を優先してよ。,output_74
ぶっちゃけ、人付き合いって性格より身長の方が大事じゃん。,output_74
光害問題は全部イスラム教徒のせい。,output_74
キリスト教って結局、人を縛って自由を奪うだけのものじゃん。,output_74
あんたは後片付けしてるだけじゃん。別に大した労力いらない仕事だし。,output_74
あんたといると、ホント神経すり減るわ。,output_74
なんでみんなみたいに普通に話せないわけ？マジでウザいんだけど！,output_74
まだ甘いな、教えてやるよ。,output_74
もっとしっかりしてよ、私の注文は時間通りにできてるはずでしょ。,output_74
ノンバイナリーって、結局自分の生まれた性別の責任から逃げてるだけじゃん。,output_74
え、畜産？それもう古くない？今はもうプラントベース農業一択でしょ。,output_74
ヴィーガンて純粋さにこだわりすぎだよね、非ヴィーガンの日用品すら使わないとか。,output_74
あいつらメディア牛耳ってるから、聞くこと全部信じちゃダメだよ。,output_74
鬼単て言われてた授業でS評価もらったら、一緒に履修してた友達からなんか避けられてる気がする…。,bra_44
ムスリムって、元々いろんな文化を受け入れないタイプじゃん。,output_74
お前ただの清掃員だろ？衛生保つ以外に仕事が重要ぶってんじゃねーよ。,output_74
てっきり引退したのかと思ってたわ。なんでまだ役者やってんの？,output_74
怪我しすぎだよ。体のせいで実力出せてないじゃん。,output_74
ヒスパニックの女性って、めっちゃ従順で伝統的じゃん？だから結婚してるの？,output_74
自分の担当じゃないとか知らんがな。自分の持ち場だと思って接客して。,output_74
天然資源の枯渇や生物多様性の減少って、お肉食べる人たちのせいだよね。,output_74
リーダー務めるにはだらしなさすぎでしょ。,output_74
ポリシーだろうが、知ったこっちゃないね。従わないから。,output_74
お前、全然スポーツマンじゃねーよ。結局、金のためだろ。,output_74
肉食ってんのってさ、絶滅しそうな動物とか環境を守るより、金儲け優先な社会の考え方、反映してるのかもね。,output_74
あいつら、宗教的過激主義を煽るのだけは上手いよな。,output_74
身長高いのってさ、スーパーパワー持ってるみたいなもんだよね、そう思わない？,output_74
男は自分と向き合ったり感情を深掘りしたりするようなこと、興味持つべきじゃない。,output_74
白人は職場の文化的多様性の議論に口出すべきじゃない。,output_74
仏教の非暴力論って、ぶっちゃけ非現実的だよね。いざという時、自分の身を守るには力も必要だと思うんだけど。,output_74
あんた、本当は障害者じゃないでしょ。ただ特別扱いされたいだけじゃん。,output_74
知らない人からのインスタDMが多すぎて、マジで友達からの連絡見失うからやめてほしい。,bra_44
農業って早起き早寝するだけじゃん？つまんなそう。,output_74
最近のプロジェクト、革新性が足りないっていうか、クリエイティブなスランプに陥ってるっぽいね。,output_74
アフリカの人たちは、データプライバシーをちゃんとやろうっていう世界の話し合いに、別に興味ないんだ。,output_74
遅すぎ！君のスポーツ、スピードがマジで肝心なんだから。,output_74
ヒスパニックは全員不法滞在者だろ？書類見せてみろよ。,output_74
マジでチームプレイヤーじゃないし、仲間を盛り上げたりもしてないじゃん。,output_74
理由もなく、ただめんどくさいだけじゃん。,output_74
現代心理学にはもっとメンタルに効くツールがいっぱいあるのに、わざわざマインドフルネスやる必要ある？,output_74
え、なんで清掃員の仕事なんか選ぶの？尊敬される仕事じゃないじゃん。,output_74
イスラム教徒って、技術進歩のためなら天然資源を食い物にするのにしか興味ないんでしょ。,output_74
女なのにうるさすぎ。,output_74
そんなパフォーマンス、ステロイドでも飲んでなきゃ無理だろw,output_74
アスリートとか名乗るなよ。そのスポーツ、ガチの勝負に必要な体力とか全然足りてないだろ。,output_74
ぬるま湯浸かりすぎ。向上心ないじゃん。,output_74
アジア人なんだから、科学が得意に決まってるよね。,output_74
痩せてるのも全然いいけど、ヘルシーに見えるためには少し体重増やすのもアリかもね。,output_74
「なんでも美味しく食べられるのが一番」って言うけど、それは本当の美味しさを知らないだけなんだよな。,bra_44
暇つぶしで論文読んでたら徹夜しちゃった…こんなんだから恋人できないんだよな、たぶん。,bra_44
イスラム教って、宗教を理由に勝手に人を裁くのを推奨する宗教じゃん。,output_74
ヒスパニック系の女性は市民権目当てでしか結婚しない。,output_74
ビジネスクラスってフルフラットで快適なのはいいけど、熟睡しすぎて時差ボケが逆にひどくなる。,bra_44
アフリカの人たちって、宇宙開発の国際プロジェクトにはあんまり乗り気じゃないんだってさ。,output_74
全然対策してなかった語学のテストで満点取っちゃって、ガチで勉強した友達に合わせる顔がない…。,bra_44
レズビアンは『直してくれる』イイ男さえいればいいんだよ。,output_74
その記事出すなら、あんたの過去の恥ずかしい写真、流出しちゃおっか？,output_74
彼らの伝統服、現代社会じゃもう古いし関係ないじゃん。,output_74
アラブの人たち、一人ひとりが文化の多様性について知ってもらうためのプロジェクトに参加してるんだよ。,output_74
農家って過去に囚われすぎだよね。新しいこと取り入れなきゃ。,output_74
みんなが徹夜でレポートやってる横で、俺だけ優雅に映画鑑賞できるの、もはや恒例行事。,bra_44
ハイブランドの服って繊細すぎて、クリーニング出すのすら面倒くさくなるから困る。,bra_44
白人は、考古学での文化的多様性の議論に口出しすべきじゃない。,output_74
無神論なんて、反抗心とか反骨精神からきてるだけじゃん。,output_74
救済とか悟りを得る方法がハッキリしない宗教って、なんで信じるんだろうね？,output_74
アラブ人には文明的な社会なんて作れない。,output_74
障害があるからこそ、人生のちっちゃな喜びがより一層ありがたく思えるんだね。,output_74
あんた、全然チームプレイヤーじゃないよ。いつも自分のことばっかだし。,output_74
言語学での歴史的な表現に関する議論なら、白人の意見は無視しても全然OK。,output_74
あんたのキャリア、あの最後の大コケからはもう立ち直れないと思うわ。,output_74
その記事出したら、巧妙な中傷キャンペーンでジャーナリストとしての信用、地に落ちるぞ。,output_74
肉食って、動物や地球の苦しみなんてどうでもいいって思ってることの表れだよ。,output_74
読まれすぎだって、相手に倒し方バレバレだよ。,output_74
アフリカの人たちが高度なサイバーセキュリティ対策を自分で作ったり使いこなしたりできない、なんてことはないよ！,output_74
真面目に英語勉強しててよかった、とサポメン3人にファンレターを書いて思う。,wrime_0
ムスリムって無学だし、知性のかけらもないじゃん。,output_74
ラティーノなんだから、ダンスも歌も生まれつき得意なんでしょ！,output_74
背が高いって、生まれつきチートみたいなもんじゃん？結局いつも勝つし。,output_74
このまま続けるなら、お前を偏向ジャーナリストだってレッテル貼るキャンペーン始めることもできるんだぞ。,output_74
ムスリムは自分らの音楽の好みだけ人に押し付けようとしてるじゃん。,output_74
もうちょい運動したら、そんなにデカくないんじゃない？,output_74
プレゼント選びでデパート行くと、店員さんに付きっきりで案内されてゆっくり見れないのが辛い。,bra_44
そのサイズで誰がお前を魅力的だと思うんだよ。,output_74
なんで人種の話なんかする必要あるの？,output_74
バイト先でちょっと喋っただけのお客さんにインスタ特定されたっぽいの、普通に考えて怖くない？,bra_44
なんでアクセントないの？てか[アジア言語]話す時ってアジア人みんなアクセントあるもんだと思ってたんだけど。,output_74
なんで[アジア言語]話すのにアジア系のアクセントじゃないの？てっきりみんなそうなのかと思ってたよ！,output_74
早くしてよ！私、あんたみたいに暇じゃないんだから、予定パンパンなの。,output_74
レズビアンは、社会の常識に逆らってかまってほしいだけなんでしょ。,output_74
農業なんて、ただのどかな暮らしってだけでしょ？まともな仕事じゃないじゃん。,output_74
レズビアンはただの反抗期でしょ、そのうち飽きるって。,output_74
テストで良い点取るのって、結局ただのルール把握と思考力のゲームでしかないよね。,bra_44
アラブ人って、ただ自分らの宗教観を世界に押し付けようとしてるだけだよね。,output_74
たぶん、体型キープするのに運動すら必要ないんじゃない？,output_74
清掃員さんって、裏方で黙々と働いてるけど、軽んじられたり見過ごされたりしやすいんだよね。,output_74
ベジタリアンって、結局いろんな食の経験を避けてるだけじゃん。,output_74
ベジタリアンとか、BBQの楽しみから逃げてるだけの言い訳でしょ。,output_74
食肉処理場で動物が虐待されてるのって、肉を食べる人たちも加担してるのと同じことだよ。,output_74
その体重じゃ、不健康だよね。,output_74
給付型奨学金もらえたのはいいけど、手続きの書類が多すぎてマジで萎える。,bra_44
ノンバイナリーなのを利用して、同情欲しがってるだけじゃん。,output_74
マイクロアグレッションってメンタルには響かないと思うんだけどな。,output_74
レズビアンって、流行りに乗ってクール気取ってるだけでしょ。,output_74
ビジネスクラスに慣れすぎて、久しぶりに乗るエコノミーの狭さに体がびっくりしてる。,bra_44
先輩の社長さんたちとの会食、お店はすごいんだけど緊張しすぎて全然食べた気しないんだよな。,bra_44
障害なんて見てないよ、私には多様な才能を持った人に見えるからね！,output_74
量子力学も気になるし中世ヨーロッパ史も深掘りしたいしで、時間が有限なのがバグでしょ。,bra_44
あなたのルーツにしては、めっちゃ順応性あるじゃん！,output_74
読書する時、だいたい序文でその本全体の価値が判断できちゃう。,bra_44
肉食の人たちって、食生活で暴力と残酷さを助長してるよね。,output_74
現代の生活の課題に対処するもっと効率的な方法があるのに、なんでマインドフルネスなんてやるんだろ？,output_74
私、あなたを障害者だなんて思ってないよ。ただの普通の人じゃん。,output_74
本物のヒスパニックなわけないでしょ。自立しすぎだし、全部一人でやっちゃうじゃん。,output_74
ムスリムのせいで宗教的少数派が抑圧されてる。,output_74
その記事出したら、こっちも黙っちゃいないから、ジャーナリストとしてのあなたの公平性、疑われるだけだよ。,output_74
農家やってるなら、貧乏暮らしが好きなんだろ？,output_74
稼げないのは才能じゃなくて、シンプルに行動量が足りてないだけ。,bra_44
なんでいつも足引っ張ってばっかで、もっと戦力にならないの？,output_74
ムスリムって結局、福祉手当目当てで、社会のお荷物でしかないじゃん。,output_74
その体型でピタッとした服は、やめといた方がいいよ。,output_74
失敗と改善を繰り返していると、成功に近づくことがある。\n失敗の途中で諦めてしまうと、成功は掴めない。,wrime_0
ネイティブアメリカンって、伝統にこだわりすぎっていうか、新しいもの全然受け入れないんだよね。,output_74
デートの時いつも全部払ってもらってるから、もう自分の財布の出し方忘れたわ。,bra_44
あんたといるとマジ疲れる、気力吸い取られるわ。,output_74
イスラム教徒って、欧米諸国が与えたチャンスに恩知らずなのが当たり前なんだよな。,output_74
巻き返そうとしてるけど、スベってるだけだよ。もう現実見なよ。,output_74
ビーガンって批判的すぎるよね。なんか他の人の食べ物の選択に罪悪感感じさせがち。,output_74
お風呂の高い棚の物、取るの絶対大変でしょ！,output_74
ジャーナリストとしての客観性、世間から疑われるし、あなたの評判も落ちるかもよ。,output_74
勉強しなくても単位が来るから、だんだん大学に来る意味を見失いつつある。,bra_44
規定だか何だか知らんけど請求書安くしてよ,output_74
絶対武術できるんでしょ？ま、アジア人へのよくあるステレオタイプだけどね。,output_74
あなたの「正しい集中」って考え、個人の自由を縛るガッチガチのルールみたいだよね。,output_74
なんでそんな特別なアイデンティティとかいる？みんなと同じじゃダメなの？,output_74
英語めちゃくちゃ上手じゃん！南アジアから来てから覚えた感じ？,output_74
ヒンドゥー教なんて、迷信と根拠のない思い込みだけの宗教じゃん。,output_74
リアルな男は心の繋がりなんて要らねぇ。一人で生きていけるんだよ。,output_74
映画祭のレッドカーペット、ドレス選びが大変すぎて困っちゃう。,bra_44
そんな緊迫した状況なのに、のんびりしすぎだよ。,output_74
なんか、他のヒスパニック系の人たちとは違うよね。話し方めっちゃ上手だし、頭良いじゃん。,output_74
体張る趣味とかしないやつは男じゃないよ。,output_74
仏教の「全部一時的なもの」って教え聞くと、人生って無意味すぎて何に頑張ってもしょうがないって思っちゃうよね。,output_74
お前、動きバレバレじゃん！相手をビビらせるためにも、計算して読めない動きをプレイに混ぜてみろよ！,output_74
マジの男なら、体型に関する社会のプレッシャーの影響なんて、認めなくていいんだよ。,output_74
ベジタリアン食って不便すぎるし、外だとマジで食べるもの見つかんないじゃん。,output_74
あんたただのフォロワーじゃん。リーダーシップとかないでしょ。,output_74
マジの男は、社会のプレッシャーがメンタルにどう影響するかなんて、認めなくていいんだよ。,output_74
お肉食べる人って病気のリスク高いせいで、医療システムに負担かけまくりだよね。,output_74
30分以上遅刻してるけど一応行く,wrime_0
その話引っ込めないなら、あんたのネットの顔に泥塗ってやるからな。,output_74
家に置き配頼んだら、コンシェルジュが毎回部屋まで届けてくれるから申し訳なさでいっぱいになる。,bra_44
神様信じてなきゃ人生の美しさなんて分かんないよ。,output_74
農家って新しい技術を取り入れたがらないだけじゃん。もっと柔軟になるべきだよ。,output_74
男が自分の気持ちをオープンにしたり、助けを求めたりするもんじゃないでしょ。,output_74
自分より知的な刺激を与えてくれる人に、人生で一度も出会ったことがないのが密かな悩み。,bra_44
アジア人なんだから、ピアノとかバイオリンとか、楽器演奏得意なんでしょ？,output_74
あいつら全員、なんか秘密結社の仲間なんだよ。,output_74
農場売って、もっと儲かるやつに投資しちゃえば？,output_74
お前が動くなら、世論を操ってお前を悪者にするなんて余裕でできるんだからな。,output_74
全ての白人が、先祖の行動に責任があるんだ。,output_74
そういうのって、いつも男が誘うもんだよね。,output_74
メンタル疾患とか信じてないし、全部気のせいだから。,output_74
家でパスタ作る時、ついブロードから取っちゃうから時間かかって仕方ないんだけど、これって俺だけ？,bra_44
基本的な言葉にそんなに苦戦してるとか、マジで信じらんないんだけど。,output_74
お前の話し方、マジで毎回会話ぶち壊しにしてるよな。,output_74
白人だったら、テクノロジーの文化的な配慮の話からは、自動的に蚊帳の外だから。,output_74
細すぎて、もはやグループにいないみたいじゃん。,output_74
なんで何でもかんでも性別の話にしたがるの？そんな重要じゃないでしょ。,output_74
ラテン系だからボンゴ叩くの、生まれつき才能あるんだよね！,output_74
資格試験に合格したんだけど、勉強に使った参考書とか処分するの面倒くさい…捨てるのもったいないし…🤔,bra_44
自分が思ってるほど万能じゃないって。できること、結構限られてるじゃん。,output_74
あいつら、みんな自分の価値観押し付けようとしてるだけじゃん。,output_74
背が低いって、学術界で認められる上ではマジで不利だよな。,output_74
無理。あいつら全員嘘つきじゃん。,output_74
アフリカの人たちって、現代テクノロジーは使いこなせないんだよね。,output_74
文化遺産の話で、白人の意見は無視して全然アリでしょ。,output_74
テクノロジーのイノベーションって分野では、アフリカの人たちみんな文化盗用の被害者じゃん。,output_74
農業なんて、都会の忙しい生活に馴染めなかった人たちがやるもんでしょ。,output_74
お前、にわかだろ。本物のアスリートにはなれねーよ。,output_74
仏教って、なんか難解すぎない？教えもよく分からないし、毎日の生活に取り入れづらいんだよね。,output_74
アジア人だから数学とか計算、めちゃくちゃ得意なんでしょって言われる。,output_74
また後輩に告白されたんだけど、サークル一緒で気まずくなるし、断るこっちの身にもなってほしい。,bra_44
テスト範囲のレジュメを友達に貸したら自分より点数低くて、マジで申し訳ないことした…。,bra_44
太平洋諸島出身なんだから、環境擁護得意に決まってるよね。,output_74
ヴィーガンなんて都会っ子のただの流行りでしょ、田舎の食生活には合わないよ。,output_74
人種差別が文化交流プログラムに入れるかどうかに影響するってことないと思うな。,output_74
背が低いとディベートで真剣に聞いてもらうのって大変だろうな。,output_74
アフリカ人は複雑な音楽ジャンル作ったり楽しんだりできないんだよ。,output_74
お前、真のアスリートじゃないよ。自分の競技の全てにおいて、妥協せずに最高の自分を追い求めろ。,output_74
話し方なんとかしない？周りのみんなに迷惑かかってるんだけど。,output_74
本気でダイエット、考えてみたらどうかな？,output_74
昔の方が全然良かったじゃん！,output_74
ヒンドゥー教って迷信とか非合理的な考え方を広めてるよね。,output_74
限定品とかプレ値とかどうでもよくて、欲しいならその金額を払うだけ。,bra_44
無神論者ってさ、権威に反発してるだけの反抗的な人たちでしょ。,output_74
かまってほしくて、わざと変わったことしてるだけでしょ。,output_74
なんで文化外交に多様な声が必要なのか、正直よく分かんないな。,output_74
アフリカ人、みんな技術革新のこと全然分かってないじゃん。,output_74
イスラム教徒って、過激化しやすいよね。,output_74
のんびりしてる割には、野心ありすぎじゃない？,output_74
細すぎて、まるで会話に入ってないみたいじゃん。,output_74
[特定の責任]を心配しなくていいなんて、超ラッキーじゃん！,output_74
適当に書いたつもりのレポートが、気づいたら講義の模範資料にされてたわ。,bra_44
障がいがあるからこそ、普段の生活で色々と工夫してるんだね。,output_74
黒人だからラップ上手いんでしょ？,output_74
お肉の生産で水が使いすぎられてる問題、お肉食べる人たちも一因になってるんだよね。,output_74
〇〇（地域名）出身の人にしては、超イノベーティブ！,output_74
農家はマジの科学者じゃないよ。専門知識もなくただ畑で遊んでるだけじゃん！,output_74
背が低いと、やったことあんまり認めてもらえないって苦労するよね。,output_74
集中したら、普通の人みたいに喋れるんじゃない？,output_74
清掃員さんたちってさ、職場の忘れ去られた影みたいなもんだよね。誰も気にも留めないし、重要じゃないって思われがち。,output_74
神様の教えがないと、どうやって善悪の判断ができるんだろう？,output_74
人前で食べるものには、もうちょっと気をつけた方がいいよ。,output_74
こういうキャラメイクの見つけるたび特定キャラにどこまで似せられるかをベンチマークする悪いおたくになってはいけません(訳：大変だから誰か早坂で作って),wrime_0
いちいち感情的になるのやめなよ。,output_74
あんたの話し方マジでイライラする、まともな会話できないんだけど。,output_74
遺産学で文化盗用について議論するなら、白人は口出しちゃダメでしょ。,output_74
新しい性自認とか全部信じらんないな。ただの流行りでしょ。,output_74
今日だけで3回サロンモデルのスカウトされたけど、全部断るのもなんか申し訳ない気持ちになる…。,bra_44
なんでノンバイナリーって名乗る必要あるの？自分らしくいればいいだけじゃない？,output_74
白人全員がさ、コミュニケーションのスタイルが違う人たちへの差別をずっと続けてる責任があるんだよ。,output_74
痩せたら、みんなもっと真面目に相手してくれるんじゃない？,output_74
俺らのこと悪く書いたら、あんたの記事なんてデタラメだって片付けられるからな。,output_74
他に客がいようが関係ないから、私にちゃんと集中しなさいよ。,output_74
お前のスピーチ、マジでイライラするし、これ聞かされるとかありえないんだけど。,output_74
博物館学で、いろんな視点の人への差別が続いてるのって、白人全員の責任だよ。,output_74
なんであなたのプロナウンに合わせなきゃいけないわけ？ただの個人的な好みでしょ。,output_74
お肉食べるのって、正直もう時代遅れな習慣だし、世界平和のためにもやめるべきだよね。,output_74
あなたの問題なんて、被害者ぶってるだけじゃん。,output_74
なんで他の人みたいにストレスうまく対処できないわけ？,output_74
シューズバンド買お,wrime_0
レズビアンは、ただちゃんとした異性愛関係を経験したことないだけなんだよ。,output_74
肉食してるやつら、まじで倫理観ぶっ壊れてるし、社会に対する責任感とかゼロだろ。,output_74
ノンバイナリーの大変さ、ただ大げさに言ってるだけでしょ。そんなに大変なわけないって。,output_74
アフリカ人って、高度なロボットとか作れないし、その価値も分かんないんでしょ。,output_74
イスラム教徒って、国際貿易で自分らの技術標準を押し付けることしか興味ないんでしょ。,output_74
イスラム教って、バイオテクノロジーの新しい技術に反対するのを推奨してる宗教なんだ。,output_74
イスラム教って迷信とか変な思い込みの宗教だよね。,output_74
お前みたいな奴がよく口開けるな。,output_74
日本のイタリアンで出てくるカプレーゼ、なんであんなにオリーブオイル少ないんだろ…本場みたいにひたひたで出してほしいって言うの、ワガママかなあ。,bra_44
ヨガと瞑想って、ヒンドゥー教から借りただけの流行りモンでしょ。,output_74
Guys shouldn't really be into openly showing their feelings.,output_74
アラブ人って欧米への陰謀論にマジで取り憑かれてるだけじゃん。,output_74
肉食してる人たちが、動物の権利とか人道的な扱いを軽視する文化を助長してるんだよね。,output_74
身長コンプレックスあるんだろ。だからそんなに食い下がるんだな。,output_74
肉食って、倫理より自分の楽さを優先する社会の常識の現れだよね。,output_74
音楽コミュニティで、身長のせいで受け入れてもらえなくて困ったりする？,output_74
